geo,TIME_PERIOD,AFC,DL,FC_E,FC_IND_E,FC_OTH_E,FC_TRA_E,GEP,GEP_MAPCHP,GEP_MAPE,GHP,GHP_MAPCHP,PIB_real_MEUR,PIB_real_NAC,PIB_growth_pct,EMI_CH4,EMI_CH4_CO2E,EMI_CO2,EMI_GHG,EMI_N2O,EFF_PEC_EED,CONS_ELECT_ANNUAL,TRANS_AC,TRANS_BUS_TOT,TRANS_CAR,TRANS_SEAV,TRANS_TRN
ES,1995,13865210.941,208133.564,12018018.647,3601572.892,3131812.976,5284632.782,2464185.8819999998,0.0,2281856.7490000003,0.0,0.0,763631.0,763631.0,,3173.6404700000003,88862.10333,1062054.36337,1193733.68114,116.47636,,,,,,,
ES,1996,13559275.581,212654.331,12237443.845,3379012.146,3219707.925,5638723.776000001,2506893.943,0.0,2261877.867,0.0,0.0,783542.0,783542.0,2.6,3294.60131,92248.94679000002,998335.60827,1138510.93356,129.11899,,,,,,,
ES,1997,14610586.815,202030.449,12695233.42,3739007.184,3317322.026,5638904.213,2781492.637,0.0,2449518.796,0.0,0.0,811650.0,811650.0,3.6,3348.30496,93752.66901000001,1058113.82677,1201618.0976800001,125.97585000000001,,,,,,,
ES,1998,15523683.904,261122.728,13371319.491,3842593.951,3360545.537,6168180.015000001,2839015.713,0.0,2460502.697,0.0,0.0,846567.0,846567.0,4.3,3361.79844,94130.45642,1088764.88721,1233790.74819,127.7276,,,,,,,
ES,1999,15887399.257,277273.779,13828926.566,3739640.582,3619749.38,6469536.602,3105833.057,0.0,2630974.126,0.0,0.0,883891.0,883891.0,4.4,3416.32291,95657.22166000001,1192718.33681,1343400.12807,130.47034,,,,,,,
ES,2000,16672854.884,269079.396,14723318.888,4260225.568,3836775.97,6626317.352,3325324.572,0.0,2873605.034,0.0,0.0,929859.0,929859.0,5.2,3529.46594,98825.23651,1242569.07775,1398405.31831,128.24812,,,,,,,
ES,2001,17442761.691,241058.189,15349109.963,4512184.832,3911641.861,6925283.268999999,3452530.306,0.0,2987460.4,0.0,0.0,966301.0,966301.0,3.9,3542.8092699999997,99198.46937,1241761.60108,1390955.5559899998,122.50237999999999,,,,,,,
ES,2002,17622430.202,259146.82799999998,15666636.280000001,4583264.561000001,4019980.526,7063391.195,3634749.502,0.0,3117336.614,0.0,0.0,992927.0,992927.0,2.8,3535.9924600000004,99007.41851,1334498.91575,1480609.8106799999,118.63852,,,,,,,
ES,2003,18434881.492,295341.657,16561801.656,4867421.2069999995,4265652.4690000005,7428727.984,3827915.156,0.0,3301833.679,0.0,0.0,1022112.0,1022112.0,2.9,3546.9434,99314.6154,1344453.48037,1496223.05833,123.99387,,,,,,,
ES,2004,19215354.702,324481.245,17309555.817,4967549.261,4607641.821,7734364.735,4083665.771,0.0,3522134.874,0.0,0.0,1053946.0,1053946.0,3.1,3477.61414,97373.36609,1418495.68861,1568278.45174,120.13001,,,,,,,
ES,2005,19614106.257,356626.43799999997,17915919.075,5131050.308,4762161.024,8022707.745999999,4281824.264,0.0,3719098.446,0.0,0.0,1091374.0,1091374.0,3.6,3399.3859899999998,95183.21813,1485953.68922,1635682.17813,118.72861,136.03,,,,,,
ES,2006,19189377.013,334295.783,17509710.174,4250498.4399999995,5024883.125,8234328.608,4334694.557,0.0,3793094.535,0.0,0.0,1135503.0,1135503.0,4.0,3414.0005899999996,95591.75626,1443208.92716,1598523.09617,119.70959,136.59,,,,,,
ES,2007,19705490.616,338102.87,17986214.868,4600937.481,4907373.023,8477904.36,4448070.641,0.0,3931572.4790000003,0.0,0.0,1175626.0,1175626.0,3.5,3484.39091,97562.92546,1482354.61374,1643487.1653200001,119.47935999999999,138.84,0.13018888888888888,,,,,
ES,2008,18954461.521,343208.581,17258207.278,4324980.625,4848366.1,8084860.555,4442966.746,0.0,3873446.244,0.0,0.0,1184645.0,1184645.0,0.8,3365.2719100000004,94227.66352999999,1348369.2222,1505137.0334,108.56846,133.92,0.13449444444444444,15.3,12.0,67.4,0.7,4.6
ES,2009,17554349.027,315147.077,16031911.022,3589022.584,4878431.290999999,7564457.146,4148708.277,0.0,3572977.6010000003,0.0,0.0,1140006.0,1140006.0,-3.8,3475.39192,97310.95374,1186407.3221,1342855.0335199998,106.61651,123.01,0.14873333333333333,14.4,11.3,69.2,0.5,4.6
ES,2010,17360169.76,355629.76800000004,16093771.431,3584692.058,5070512.081,7438567.290999999,4139685.888,0.0,3557147.721,0.0,0.0,1141079.0,1141079.0,0.1,3321.6183,93005.58267,1109856.5578100001,1262640.38901,105.99589,123.01,0.16249999999999998,15.5,10.3,69.2,0.4,4.5
ES,2011,16928057.655,339228.905,15490333.373,3567232.752,4878138.416,7044962.209,4142752.3959999997,0.0,3532875.286,0.0,0.0,1133777.0,1133777.0,-0.6,3325.89257,93124.85182,1128310.53335,1278657.93055,100.02993,122.66,0.18429444444444443,16.5,11.2,67.2,0.4,4.6
ES,2012,16011661.921,339471.22,14729630.288,3417276.6,4850703.012,6461650.672,4220318.897,0.0,3600077.297,0.0,0.0,1101293.0,1101293.0,-2.9,3252.66942,91074.65367,1114429.1758599998,1262297.70667,96.38629,123.03,0.20278333333333334,16.5,11.4,67.0,0.4,4.7
ES,2013,15000193.961,337504.898,14054699.087,3256970.916,4685427.9350000005,6112300.244,3998868.498,0.0,3420548.763,0.0,0.0,1085574.0,1085574.0,-1.4,3137.37424,87846.13838,995180.10592,1139987.9791299999,96.6966,115.67,0.2031888888888889,16.7,10.9,66.8,0.5,5.0
ES,2014,14342996.723000001,335203.89300000004,13874983.17,3192266.753,4522633.39,6160083.028999999,3921494.928,0.0,3436158.139,0.0,0.0,1102080.0,1102080.0,1.5,3049.5665200000003,85387.92262,997335.1988599999,1139901.9932300001,99.53944000000001,113.82,0.20509444444444444,18.2,8.6,67.3,0.5,5.5
ES,2015,14897552.77,363169.677,14258154.789,3236437.9960000003,4640146.801,6381569.9969999995,4006982.374,0.0,3501055.372,0.0,0.0,1146834.0,1146834.0,4.1,3158.40525,88435.39705,1068104.34731,1201013.73392,101.09099,118.16,0.21172222222222223,18.3,9.7,66.2,0.4,5.4
ES,2016,15338622.540000001,361858.299,14545610.685,3442309.8570000003,4463384.328,6639916.4969999995,3839343.992,0.0,3324551.105,0.0,0.0,1180266.0,1180266.0,2.9,3100.76767,86821.47474,1010739.13941,1141088.17823,98.44835,118.43,0.2026388888888889,17.4,8.6,68.8,0.4,4.8
ES,2017,16213994.166,304667.588,15002421.833999999,3542633.603,4576900.646,6882887.585,3900735.354,0.0,3356453.565,0.0,0.0,1214447.0,1214447.0,2.9,3123.50038,87457.86048999999,1076998.0221,1206278.85378,103.79369,124.92,0.20053333333333334,19.9,5.7,68.9,0.4,5.1
ES,2018,16517338.309,325139.00600000005,15312860.844,3555667.4390000002,4709332.489,7047860.918,3854733.042,0.0,3290251.89,0.0,0.0,1243538.0,1243538.0,2.4,3126.9638400000003,87554.68721999999,1046479.88445,1173787.10449,103.66355999999999,124.3,0.21674444444444443,20.2,5.8,68.4,0.4,5.1
ES,2019,16309381.878999999,307754.61199999996,15303907.078,3576289.99,4592985.484999999,7134631.597999999,3702443.233,0.0,3130073.6520000002,0.0,0.0,1267926.0,1267926.0,2.0,3104.82172,86935.22838,964018.23518,1089618.45993,101.95185,120.63,0.19417222222222222,20.8,5.9,67.7,0.4,5.1
ES,2020,14527340.231999999,315142.309,13380329.716,3257190.247,4479616.096,5643523.374,3507726.517,0.0,2976640.46,0.0,0.0,1129214.0,1129214.0,-10.9,3119.84673,87356.01875,798148.8214700001,922462.68114,101.17107000000001,105.03,0.18263333333333331,9.2,5.4,81.7,0.3,3.4
ES,2021,15722532.370000001,329072.31799999997,14584984.207,3428989.2430000002,4583659.201,6572335.763,3670583.224,0.0,3110453.435,0.0,0.0,1204681.0,1204681.0,6.7,3188.19501,89269.53035,864324.45099,990611.95233,100.67057,111.36,0.2183111111111111,10.8,6.6,78.5,0.4,3.8
ES,2022,15556463.68,292698.114,14641203.371,3112442.5840000003,4498011.443,7030749.34,3919549.375,0.0,3458096.315,0.0,0.0,1279122.0,1279122.0,6.2,3187.6144299999996,89253.49433,901715.815,1027027.9219200001,94.39429999999999,113.54,0.30597222222222226,18.5,6.8,69.4,0.4,4.9
ES,2023,15327185.059,278226.74100000004,14356625.442,3059424.633,4331350.862,6965849.953,3789838.134,0.0,3295873.343,0.0,0.0,1313347.0,1313347.0,2.7,3055.71266,85559.84437,817187.53116,934474.61107,89.11903,110.06,0.23196666666666665,20.5,6.9,66.4,0.5,5.8
EU27_2020,1990,192703747.69799998,2973444.9919999996,172487470.336,55813078.841,68954632.462,47719759.048,33261643.579,6152680.399,23482689.866,12802869.891,6601505.665,,,,54837.12234,1535439.4054999999,16002853.79693,18280749.43695,2426.47405,,,,,,,
EU27_2020,1991,191066274.872,2985802.742,172618279.971,52284065.414000005,72016564.164,48317650.408,33801517.98,6261821.285,23973512.054,12546786.054,6520244.184,,,,52789.54681,1478107.28065,15683629.75179,17867552.69299,2305.71341,,,,,,,
EU27_2020,1992,184616499.503,3206700.893,167340880.121,48763449.292,68960394.967,49617035.875,33494066.431,5701867.933,24205038.307,12977375.958,6389520.8149999995,,,,51252.39119,1435066.9633300002,15187516.86452,17309490.76857,2241.54931,,,,,,,
EU27_2020,1993,184849571.232,3370879.054,167379464.76700002,47140239.247,70258694.97,49980530.558,33258559.222,5659144.087,24059628.656,12491887.127,6423814.424,,,,50759.1084,1421255.38555,14864351.411910001,16966888.05812,2207.4052,,,,,,,
EU27_2020,1994,182249598.551,3350571.699,165255985.937,47326192.024,67584002.94,50345790.980000004,33880224.075,5780632.664,24463986.903,11235555.157,6274067.27,,,,49810.781019999995,1394701.69839,14771461.73503,16861963.33822,2232.52029,,,,,,,
EU27_2020,1995,187677045.31,3509526.827,168319590.46,48341862.221,68979777.10700001,50997951.138,34870872.329,5924895.257999999,25219926.869999997,10846895.693,6350645.379,9534691.3,9534691.3,,49553.2037,1387489.64354,14933042.07395,17032429.95454,2263.55129,,,,,,,
EU27_2020,1996,194510453.127,3649818.7029999997,175571541.292,48559072.13,74346176.206,52666292.952,35938620.331999995,6328033.291,25896118.619,11601909.314,6823289.397,9706910.8,9706910.8,1.8,49243.80461,1378826.49905,15296668.5872,17408260.38952,2313.3310199999996,,,,,,,
EU27_2020,1997,194132474.159,3327218.748,173524370.6,48602013.856,71429170.769,53493185.963,35960589.242,6001548.953,25961179.96,10704638.327,6633835.036,9968509.5,9968509.5,2.7,48934.99611,1370179.48067,14983830.081220001,17085028.99103,2290.3280400000003,,,,,,,
EU27_2020,1998,195699648.538,3375982.8200000003,174286696.655,47434316.811,71284672.63599999,55567707.198,36802106.171,5297660.017,27390187.824,10406512.065,6453802.106,10265390.5,10265390.5,3.0,47673.826199999996,1334867.18365,14931435.67916,16964621.64397,2142.05992,,,,,,,
EU27_2020,1999,193103621.332,3262917.769,173259572.345,46144271.996,70295624.345,56819675.993,36953510.055,5129519.068,27708116.733,9904557.213,6142927.394,10574514.9,10574514.9,3.0,46934.56768,1314167.42457,14686543.43156,16670992.36803,2051.43939,,,,,,,
EU27_2020,2000,193228733.358,3472544.976,173165991.677,47315156.055,69007378.248,56843457.396,37986760.709,6120158.527,29026670.139,9699691.886,5891706.754,10986654.1,10986654.1,3.9,44790.45571,1254132.43956,14771827.99092,16689097.27485,2024.7227,,,,,,,
EU27_2020,2001,199316047.822,3468576.493,177402791.596,47028591.881,72516343.716,57857855.993,38904059.308,6449783.117,29599186.016,10289118.617999999,6278829.466,11219348.6,11219348.6,2.1,44262.918699999995,1239361.54342,15012103.82672,16911277.34296,2026.57455,,,,,,,
EU27_2020,2002,198200989.342,3351639.592,176289595.746,46780669.367,71026601.282,58482325.105,39292389.339,6646306.362,29873480.364,10014064.091,6077156.614,11336216.0,11336216.0,1.0,43345.61231,1213676.8944299999,15053072.3343,16917224.49417,1958.3263700000002,,,,,,,
EU27_2020,2003,201829047.232,3680284.137,181441526.778,47893134.901,74276329.404,59272062.447,40514323.202,7728642.274999999,29556773.446,10928586.016,6576411.189,11437596.0,11437596.0,0.9,43092.229179999995,1206582.2769,15435413.993999999,17294393.08597,1942.1602199999998,,,,,,,
EU27_2020,2004,203888220.623,3891907.983,182650317.517,47540878.297,74378721.381,60730717.857,41245274.133999996,7757350.888,30182300.965,11656168.594,7008552.625,11727653.6,11727653.6,2.5,41619.908330000006,1165357.57338,15394872.00251,17228438.257030003,1971.34938,,,,,,,
EU27_2020,2005,205310481.653,3900193.059,183492806.261,47436635.939,75230430.097,60825740.267,41409643.164,7938016.009,30095166.69,11618489.49,6905529.758,11955033.9,11955033.9,1.9,41008.83787,1148247.67057,15355551.39118,17171647.70321,1938.0361000000003,1497.76,,,,,,
EU27_2020,2006,206323780.83900002,3864253.9140000003,184168931.67400002,46572287.374,75525209.698,62071434.624,42181843.606,8357050.478999999,30392756.182,11515900.369,6971529.71,12377697.3,12377697.3,3.5,40194.52437,1125446.70238,15404604.22501,17187970.44965,1869.58772,1511.4,,,,,,
EU27_2020,2007,202419677.831,3903012.147,180745141.367,47407383.973,70256485.268,63081272.122999996,42621246.834,8321870.232,30764771.667,11071974.182,6753480.149,12763663.6,12763663.6,3.1,39742.86315999999,1112800.00832,15235439.15894,17019581.74917,1878.7768999999998,1490.17,0.14056666666666667,,,,,
EU27_2020,2008,203790256.383,3759954.128,182281979.93,45627026.829,74439622.925,62215330.208000004,42400256.730000004,8233989.151,30680269.789,11092391.657,6885164.494,12842708.0,12842708.0,0.6,39242.43323,1098787.98029,14875485.27465,16636524.94504,1809.12732,1488.77,0.13883333333333334,10.4,8.9,73.7,0.5,6.5
EU27_2020,2009,193778331.21199998,3498372.566,173771752.503,39450550.903,73662755.202,60658446.386,40258161.772,8141868.606,28836642.444000002,10978098.466,6903272.647,12294865.8,12294865.8,-4.3,38367.94962,1074302.31909,13737018.395100001,15446450.749729998,1713.64193,1403.31,0.14205,9.7,8.5,75.0,0.5,6.3
EU27_2020,2010,201025979.65,3739410.0500000003,179993137.579,41788709.824,77700251.567,60504176.207,42104558.884,8542288.428,29957715.838,12112414.668000001,7541452.226,12556925.3,12556925.3,2.1,37995.98802999999,1063888.09527,14084082.502489999,15771907.07092,1649.12748,1458.28,0.14803333333333332,10.3,8.8,74.0,0.5,6.5
EU27_2020,2011,193956651.517,3485066.8710000003,173140359.489,41925886.585,70742036.815,60472436.092,41735758.594,8115782.361,29977894.134999998,11179868.674,7113389.245,12797365.5,12797365.5,1.9,37028.44145,1036796.3606,13680462.26547,15335154.36453,1607.87627,1412.82,0.15771666666666664,10.9,9.0,73.0,0.4,6.6
EU27_2020,2012,190270780.875,3522438.557,172340509.519,40916132.939,73151719.001,58272657.599999994,41918373.995,7965995.703,30484686.095,11422616.669,7161767.677,12696043.7,12696043.7,-0.8,36970.27334,1035167.71358,13428625.52031,15083240.69252,1599.6280299999999,1397.02,0.164,11.6,9.1,72.3,0.4,6.7
EU27_2020,2013,190015653.21400002,3442455.075,171507301.09600002,40235000.971,73807934.234,57464365.874,41600182.894,7712230.697,30407373.282,11409394.697999999,7185808.503,12690847.2,12690847.2,0.0,36253.00679,1015084.1701,13032099.31023,14667750.36727,1593.72213,1384.79,0.17038333333333333,11.9,9.0,72.1,0.4,6.6
EU27_2020,2014,182217755.805,3285358.153,163943528.80699998,39541949.407,66251324.157,58150255.256,40579477.661,7275357.523,29945551.434,10590137.978,6645172.166,12896647.4,12896647.4,1.6,35459.04362,992853.21135,12426555.9418,14043486.03658,1600.78919,1330.84,0.17123333333333335,12.2,8.6,72.1,0.4,6.6
EU27_2020,2015,185382163.914,3434824.888,167709317.967,39790231.563999996,68961033.258,58958053.12,41434979.618,7463686.958000001,30368717.242,10746881.15,6743204.26,13199037.1,13199037.1,2.3,35584.21867,996358.10274,12674888.73651,14280360.364270002,1598.8772800000002,1353.45,0.17200000000000001,12.5,8.6,71.9,0.4,6.6
EU27_2020,2016,188831196.31100002,3474530.175,170939362.947,40486600.982,70131052.933,60321709.017000005,41615649.992,7846507.174,30089144.599,11180460.818,7039427.359,13452447.2,13452447.2,1.9,35132.637539999996,983713.9312,12643740.29919,14240674.95851,1609.27767,1364.88,0.16874999999999998,12.8,8.4,72.0,0.4,6.5
EU27_2020,2017,193856960.43899998,3431000.5470000003,173345694.563,40787725.091,70995005.64,61562963.812,42009303.812,7906352.268,30251874.456,11171205.08,6907666.533,13830951.7,13830951.7,2.8,35066.25122,981854.91404,12766425.60193,14362150.182379998,1630.74912,1385.08,0.17259166666666667,13.7,8.0,71.4,0.4,6.5
EU27_2020,2018,193526796.21,3385330.105,173514843.968,41166277.908,70472734.49000001,61875831.571,41563876.795,7624532.476,29893769.027,10904961.666,6786761.213,14115418.8,14115418.8,2.1,34415.07069,963622.20955,12500060.49292,14064411.72136,1611.14954,1378.27,0.1744,14.4,7.9,70.8,0.4,6.6
EU27_2020,2019,192126928.936,3275288.105,172452033.22,40639911.841,69397631.78,62414489.592999995,40371322.906,7302486.660999999,28919583.157,10740929.111,6629514.972,14380106.2,14380106.2,1.9,33541.98848,939175.91768,11829673.23538,13350196.80995,1579.86829,1354.41,0.1761,14.8,7.9,70.2,0.4,6.7
EU27_2020,2020,180304795.82,3114110.61,161671659.485,39182375.509,68183900.779,54305383.198,38574639.256,6902756.129,27495974.136,10284186.897,6232164.095,13580111.0,13580111.0,-5.6,33109.04597,927053.0168900001,10619015.77737,12107143.78874,1558.90735,1235.69,0.17445833333333335,5.7,6.9,82.1,0.3,5.1
EU27_2020,2021,190248373.118,3346449.792,171508220.577,40961778.677999996,71729540.494,58816901.430999994,40499441.243,7169872.29,28504007.29,10577553.173,6280486.205,14441840.0,14441840.0,6.3,32988.48553,923677.47472,11349356.96895,12829528.942230001,1570.52896,1313.14,0.18895833333333334,7.0,7.0,80.4,0.3,5.3
EU27_2020,2022,181102827.216,3169843.183,165810048.57299998,38544833.894999996,66753938.375,60511276.316,39863469.513000004,6791179.606,28268770.941,9798554.995,5777432.692,14952449.8,14952449.8,3.5,32132.05996,899697.58879,11168176.90989,12596139.055499999,1488.40692,1259.6,0.24404166666666668,13.1,7.4,72.4,0.4,6.8
EU27_2020,2023,174365284.45000002,3083508.81,159873489.391,36331563.221,63356345.815,60185580.372,38033787.931,5918518.914,27229736.810000002,9286587.109,5226395.524999999,15013113.6,15013113.6,0.4,31342.491179999997,877589.79308,10007742.36462,11397482.856759999,1465.0936299999998,1208.51,0.25500833333333334,14.7,7.2,70.6,0.4,7.1
FI,1990,4132281.301,58822.821,3982955.323,1694705.493,1422891.9679999999,865357.868,766455.396,158812.70500000002,450894.80299999996,429760.75,303073.858,149255.7,149255.7,0.7,717.1164,20079.22917,212441.75953,247108.89203,54.64459,,,,,,,
FI,1991,4194878.286,61763.321,3881734.998,1590926.092,1447777.702,843031.208,818962.767,174571.664,494301.078,453858.42600000004,325850.344,140478.6,140478.6,-5.9,713.77306,19985.795830000003,193647.61416,227448.01079,51.81176,,,,,,,
FI,1992,3942007.6339999996,63981.273,3858328.11,1567619.149,1450916.504,839792.461,806410.053,177172.387,472009.848,450863.303,323753.369,135826.8,135826.8,-3.3,708.78808,19846.276449999998,196352.4563,229072.21337,48.378330000000005,,,,,,,
FI,1993,4103773.609,61881.626000000004,3864574.566,1641601.33,1401039.1970000002,821934.044,868894.0700000001,181544.411,508677.676,465717.878,338419.199,134767.6,134767.6,-0.8,709.05835,19853.543709999998,206239.15312,239309.48041,49.70966,,,,,,,
FI,1994,4349340.535,58050.785,4088189.745,1795401.717,1438509.545,854278.4890000001,962708.593,199051.252,568873.836,472421.439,349216.487,140110.3,140110.3,4.0,708.54784,19839.279459999998,239502.05279,273038.07531,50.88083,,,,,,,
FI,1995,4010552.101,71348.052,4017387.248,1755035.347,1423279.567,839072.336,928464.6240000001,211366.016,522234.23199999996,476145.491,358346.349,146043.1,146043.1,4.2,690.87018,19344.68536,224203.56959,257683.61618999997,51.911860000000004,,,,,,,
FI,1996,4289816.237,75671.223,4085385.2939999998,1776052.026,1490203.873,819129.3929999999,1022275.388,226750.107,606024.321,612796.6140000001,402826.753,151392.2,151392.2,3.7,683.51283,19138.569450000003,246819.24267,280393.75364,52.30225,,,,,,,
FI,1997,4524659.983,74233.24100000001,4186318.822,1865902.458,1457078.727,863337.6359999999,1011107.179,224842.90999999997,571690.112,598368.986,410654.952,161077.8,161077.8,6.4,678.71804,19003.93495,243163.86093999998,276779.52301999996,52.2522,,,,,,,
FI,1998,4680918.729,76370.283,4329419.127,1959481.378,1495301.262,874636.485,998418.711,232949.663,524830.2679999999,559707.01,364544.865,169863.4,169863.4,5.5,653.82317,18307.26898,228670.93248999998,261555.78449,51.43138,,,,,,,
